4130 189;
110011111111111000111111111111101111111111111101110111111111000000000001111001100000000000000000011111100111100000000000000000000000000001101011111111111111111000001100000000000110011111111;200182
110011111111111000111111111110000011111111111101110100000010000000001110000000000000000000000000011111100111100000000000001100000010000000000011111111111111111000000000000000100000011111111;195154
110011111111111000111111111111101111111111111101111100000011000000000000000001101100000000011111111111100111111100000000000000000000000000000011111111111111111000000011000000000000011111111;196005
110011111111111000111111111111101111111111111101110111111111000000000000000001100000000000000000011111100111100000000000000000000000000000000011111111111111111000001100000000000000011111111;196102
110011111111111000111111111111101111111111111101110111111111000000000001111001100000000000000000011111100111100000000000000000000000000001101011111111111111111000001100000000000110011111111;199914
110011111111111000111111111111101111111111111101111100000011000000000000000001101111111111100000011111100111111110000000000000000000000000000011111111111111111000000000000000000000011111111;196321
110011011111111000111111111100000011111111111101100000000000000000000000000000000000000000000000011111000000000000000000000000000000000000000011111011111011001000000000000000000000000000000;189533
110011111111111000111111111111101111111111111101110111111111000000001110000001100000000000000000011111100111100000000000001100100000000000000011111111111111111000001100001000000000011111111;197089
110011111111111000111111111111101111111111111101110111111111000000001111111001100000000000000000011111100111100000000000001100000001000001101011111111111111111000001100000000000111011111111;198395
110011111111111000111111111111101111111111111101110111111111000000000001111001100000000000000000011111100111100000000000000000000000000001101011111111111111111000001100000000000110011111111;199681
110011111111111000111111111111101111111111111101110111111111000000000000000001100000000000000000011111100111100000000000000000000000000000000011111111111111111000001100000000000000011111111;196291
110011111111111000111111111111101111111111111101110111111111000000000000000001100000000000000000011111100111100000000000000000000000000000000011111111111111111000001100000000000000011111111;197772
110011111111111000111111111110000011111111111101110100000011000000000000000001100000000000000000011111100111100000000000000000000000000000000011111111111111111000000000000000000000011111111;194487
110011111111111000111111111111101111111111111101110111111111000000000000000001100000000000000000011111100111100000000000000000000000000000000011111111111111111000001100000000000000011111111;196333
110011111111111000111111111111101111111111111101110111111111000000001110000001100000000000000000011111100111100000000000001100010000000000000011111111111111111000001100000100000000011111111;197176
110011111111111000111111111111101111111111111101110111111111000000000001111001100000000000000000011111100111100000000000000000000000000001101011111111111111111000001100000000000110011111111;198725
110011111111111000111111111111101111111111111101110111111111000000000000000001100000000000000000011111100111100000000000000000000000000000000011111111111111111000001100000000000000011111111;197290
110011111111111000111111111111101111111111111101110100000011111111001111111111100000000000000000011111000000011101100001001100100000001111110011111111111111001000010000001000011000011111111;197540
110011111111111000111111111111101111111111111101110111111111111111000000000111100000000000000000011111000000011101100100000000000000001110000011111111111111001001001100000000000000011111111;197164
110011111111111000111111111111101111111111111101110111111111111111000000000111100000000000000000011111000000011101100010000000000000001110000011111111111111001000101100000000000000011111111;199308
110011111111111000111111111111101111111111111101110100000011111111001111111111100000000000000000011111000000011101100001001100010000001111110011111111111111001000010000000100011000011111111;197848
110011111111111000111111111111101111111111111101110111111111111111001110000111100000000000000000011111000000011101101000001110000000001110000011111111111111001010001100100000000000011111111;198703
110011111111111000111111111111101111111111111101110111111111000000001110000111100000000000000000011111000000000000000000001110000000001110000011111111111111001000001100100000000000011111111;196880
110011111111111000111111111111101111111111111101110100000011111111001111111111100000000000000000011111000000011101100001001100001000001111110011111111111111001000010000000010011000011111111;197946
110011111111111000111111111111101111111111111101110111111111000000001110000111100000000000000000011111000000000000000000001100010000001110000011111111111111001000001100000100000000011111111;197202
110011111111111000111111111111101111111111111101110111111111000000001110000111100000000000000000011111000000000000000000001100000101001110000011111111111111001000001100000001000001011111111;199078
110011111111111000111111111111101111111111111101110111111111111111000000000111100000000000000000011111000000011101100010000000000000001110000011111111111111001000101100000000000000011111111;196879
110011111111111000111111111111101111111111111101111111111111000000001110000111101100000000011111111111000000011100000000001100000001001110000011111111111111001000001111000000000001011111111;198088
110011111111111000111111111110000011111111111101110100000011000000001111111111100000000000000000011111000000000000000000001100001000001111110011111111111111001000000000000010011000011111111;196054
110011111111111000111111111111101111111111111101110111111111111111001110000111100000000000000000011111000000011101100010001100000010001110000011111111111111001000101100000000100000011111111;197285
110011111111111000111111111111101111111111111101110111111111111111001110000111100000000000000000011111000000011101110000001100001000001110000011111111111111001100001100000010000000011111111;201162
110011111111111000111111111111101111111111111101110111111111111111001110000111100000000000000000011111000000011101110000001110000000001110000011111111111111001100001100100000000000011111111;198646
110011111111111000111111111111101111111111111101110111111111111111001110000111100000000000000000011111000000011101100010001100001000001110000011111111111111001000101100000010000000011111111;198726
110011111111111000111111111111101111111111111101111100000011111111001110000111101100000000011111111111000000011101110000001100010000001110000011111111111111001100000011000100000000011111111;197923
110011111111111000111111111111101111111111111101110111111111111111001110000111100000000000000000011111000000011101110000001100001000001110000011111111111111001100001100000010000000011111111;198955
110011111111111000111111111110000011111111111101110100000011000000001110000111100000000000000000011111000000000000000000001101000001001110000011111111111111001000000000010000000001000000000;193045
110011111111111000111111111111101111111111111101110100000011111111001110000111100000000000000000011111000000011101100100001100000010001110000011111111111111001001000000000000100000000000000;193975
110011111111111000111111111111101111111111111101110111111111111111001110000111100000000000000000011111000000011101110000001100000100001110000011111111111111001100001100000001000000011111111;198545
110011111111111000111111111111101111111111111101110111111111111111001110000111100000000000000000011111000000011101100001001100010000001110000011111111111111001000011100000100000000011111111;198336
110011111111111000111111111111101111111111111101110100000011111111001111111111100000000000000000011111000000011101100100001100010000001111110011111111111111001001000000000100011000011111111;197755
110011111111111000111111111111101111111111111101110111111111111111111110000111100000000000000000011111000000011111110000001101000000001110000011111111111111001100001100010000000000011111111;199361
110011111111111000111111111111101111111111111101110111111111111111001110000111100000000000000000011111000000011101100100001100010000001110000011111111111111001001001100000100000000011111111;198258
110011111111111000111111111111101111111111111101110111111111111111001111111111100000000000000000011111000000011101110000001110000000001111110011111111111111001100001100100000011000011111111;202199
110011111111111000111111111111101111111111111101110111111111000000001110000111100000000000000000011111000000000000000000001100010000001110000011111111111111001000001100000100000000011111111;196632
110011111111111000111111111111101111111111111101111111111111000000001110000111101100000000011111111111000000011100000000001100000001001110000011111111111111001000001111000000000001011111111;198641
110011111111111000111111111111101111111111111101111111111111111111001110000111101100000000011111111111000000011101100100001101000000001110000011111111111111001001001111010000000000011111111;199643
110011111111111000111111111111101111111111111101111100000011111111001110000111101100000000011111111111000000011101110000001100010000001110000011111111111111001100000011000100000000011111111;198011
110011111111111000111111111111101111111111111101111100000011111111001110000111101100000000011111111111000000011101100010001110000000001110000011111111111111001000100011100000000000011111111;197403
110011111111111000111111111111101111111111111101110111111111111111001110000111100000000000000000011111000000011101101000001100010000001110000011111111111111001010001100000100000000011111111;198113
110011111111111000111111111111101111111111111101110111111111000000001110000111100000000000000000011111000000000000000000001100000010001110000011111111111111001000001100000000100000011111111;196786
110011111111111000111111111111101111111111111101110100000011111111001110000111100000000000000000011111000000011101110000001101000000001110000011111111111111001100000000010000000000000000000;194591
110011111111111000111111111111101111111111111101110111111111111111001110000111100000000000000000011111000000011101101000001100001000001110000011111111111111001010001100000010000000011111111;199976
110011111111111000111111111111101111111111111101111111111111000000001110000111101100000000011111111111000000011100000000001100010001001110000011111111111111001000001111000100000001011111111;199236
110011111111111000111111111111101111111111111101110111111111000000000000000111100000000000000000011111000000000000000000000000000000001110000011111111111111001000001100000000000000011111111;195542
110011111111111000111111111111101111111111111101110111111111111111001110000111100000000000000000011111000000011101100011001101000000001110000011111111111111001000111100010000000000011111111;198413
110011111111111000111111111110000011111111111101110100000011000000001111111111100000000000000000011111000000000000000000001101000000001111110011111111111111001000000000010000011000011111111;196754
110011111111111000111111111111101111111111111101110111111111111111001110000111100000000000000000011111000000011101101000001100010000001110000011111111111111001010001100000100000000011111111;198352
110011111111111000111111111111101111111111111101111111111111111111001110000111101100000000011111111111000000011101100010001100001000001110000011111111111111001000101111000010000000011111111;199603
110011111111111000111111111111101111111111111101111111111111111111001110000111101100000000011111111111000000011101100001001100001000001110000011111111111111001000011111000010000000011111111;199857
110011111111111000111111111111101111111111111101110111111111111111001110000111100000000000000000011111000000011101110000001100100000001110000011111111111111001100001100001000000000011111111;198349
110011111111111000111111111111101111111111111101111100000011111111001110000111101100000000011111111111000000011101100001001100010000001110000011111111111111001000010011000100000000011111111;197561
110011111111111000111111111111101111111111111101110111111111111111001110000111100000000000000000011111000000011101100100001100001000001110000011111111111111001001001100000010000000011111111;200691
110011111111111000111111111111101111111111111101111100000011000000001110000111101100000000011111111111000000011100000000001101000000001110000011111111111111001000000011010000000000011111111;195872
110011111111111000111111111111101111111111111101110111111111111111000001111111100000000000000000011111000000011101101000000000000000001111110011111111111111001010001100000000011000011111111;199243
110011111111111000111111111111101111111111111101111111111111111111001110000111101100000000011111111111000000011101100010001100000010001110000011111111111111001000101111000000100000011111111;198804
110011111111111000111111111111101111111111111101111111111111000000000000000111101100000000011111111111000000011100000000000000000000001110000011111111111111001000001111000000000000011111111;197478
110011111111111000111111111111101111111111111101110111111111000000001110000111100000000000000000011111000000000000000000001101000000001110000011111111111111001000001100010000000000011111111;196253
110011111111111000111111111111101111111111111101111111111111000000001110000111101100000000011111111111000000011100000000001100000011001110000011111111111111001000001111000000100001011111111;198877
110011111111111000111111111111101111111111111101110111111111111111001110000111100000000000000000011111000000011101100001001101000000001110000011111111111111001000011100010000000000011111111;199272
110011111111111000111111111110000011111111111101110100000011000000001110000111100000000000000000011111000000000000000000001100100001001110000011111111111111001000000000001000000001000000000;192862
110011111111111000111111111111101111111111111101110100000011111111001111111111100000000000000000011111000000011101110000001100010000001111110011111111111111001100000000000100011000011111111;198227
110011111111111000111111111111101111111111111101111111111111111111001110000111101100000000011111111111000000011101101000001100100000001110000011111111111111001010001111001000000000011111111;200088
110011111111111000111111111111101111111111111101110111111111000000001110000111100000000000000000011111000000000000000000001100100001001110000011111111111111001000001100001000000001011111111;199655
110011111111111000111111111111101111111111111101111111111111111111001110000111101100000000011111111111000000011101110000001100010000001110000011111111111111001100001111000100000000011111111;199893
110011111111111000111111111110000011111111111101110100000011000000001111111111100000000000000000011111000000000000000000001110000011001111110011111111111111001000000000100000111001011111111;198058
110011111111111000111111111111101111111111111101110111111111000000001110000111100000000000000000011111000000000000000000001101000000001110000011111111111111001000001100010000000000011111111;196775
110011111111111000111111111111101111111111111101110111111111111111001111111111100000000000000000011111000000011101100100001110000000001111110011111111111111001001001100100000011000011111111;199668
110011111111111000111111111110000011111111111101110100000011000000001111111111100000000000000000011111000000000000000000001100000010001111110011111111111111001000000000000000111000011111111;197985
110011111111111000111111111111101111111111111101111111111111000000001110000111101100000000011111111111000000011100000000001100001001001110000011111111111111001000001111000010000001011111111;199539
110011111111111000111111111111101111111111111101110100000011111111001111111111100000000000000000011111000000011101110000001100100000001111110011111111111111001100000000001000011000011111111;198198
110011111111111000111111111111101111111111111101111111111111111111001110000111101100000000011111111111000000011101100001001100010000001110000011111111111111001000011111000100000000011111111;199418
110011111111111000111111111111101111111111111101110111111111111111001110000111100000000000000000011111000000011101100001001110000000001110000011111111111111001000011100100000000000011111111;197970
110011111111111000111111111111101111111111111101110111111111111111001110000111100000000000000000011111000000011101100001001100100000001110000011111111111111001000011100001000000000011111111;200001
110011111111111000111111111111101111111111111101110111111111000000001110000111100000000000000000011111000000000000000000001100000010001110000011111111111111001000001100000000100000011111111;197942
110011111111111000111111111111101111111111111101111111111111111111001110000111101100000000011111111111000000011101110000001110000000001110000011111111111111001100001111100000000000011111111;200223
110011111111111000111111111110000011111111111101110100000011000000001111111111100000000000000000011111000000000000000000001101000001001111110011111111111111001000000000010000011001011111111;197585
110011111111111000111111111111101111111111111101110111111111111111001110000111100000000000000000011111000000011101100100001100001000001110000011111111111111001001001100000010000000011111111;197285
110011111111111000111111111111101111111111111101111111111111111111000000000111101100000000011111111111000000011101100001000000000000001110000011111111111111001000011111000000000000011111111;198239
110011111111111000111111111110000011111111111101110100000011000000001111111111100000000000000000011111000000000000000000001101000001001111110011111111111111001000000000010000011001011111111;199008
110011111111111000111111111110000011111111111101110100000011000000001110000111100000000000000000011111000000000000000000001100001001001110000011111111111111001000000000000010000001000000000;192756
110011111111111000111111111111101111111111111101111100000011000000001110000111101100000000011111111111000000011100000000001100000100001110000011111111111111001000000011000001000000011111111;195827
110011111111111000111111111111101111111111111101110111111111111111001110000111100000000000000000011111000000011101100001001100010000001110000011111111111111001000011100000100000000011111111;197899
110011111111111000111111111111101111111111111101110111111111111111001110000111100000000000000000011111000000011101100001001101000010001110000011111111111111001000011100010000100000011111111;198666
110011111111111000111111111111101111111111111101110111111111111111001110000111100000000000000000011111000000011101100010001110000100001110000011111111111111001000101100100001000000011111111;199002
110011111111111000111111111111101111111111111101110111111111000000001110000111100000000000000000011111000000000000000000001100001001001110000011111111111111001000001100000010000001011111111;197324
110011111111111000111111111111101111111111111101111111111111111111001110000111101100000000011111111111000000011101100100001100100000001110000011111111111111001001001111001000000000011111111;199974
110011111111111000111111111111101111111111111101110111111111000000001110000111100000000000000000011111000000000000000000001101000000001110000011111111111111001000001100010000000000011111111;198443
110011111111111000111111111110000011111111111101110100000011000000001111111111100000000000000000011111000000000000000000001100001000001111110011111111111111001000000000000010011000011111111;196243
110011111111111000111111111111101111111111111101110111111111000000001111111111100000000000000000011111000000000000000000001100000011001111110011111111111111001000001100000000111001011111111;200130
110011111111111000111111111111101111111111111101110111111111111111001110000111100000000000000000011111000000011101100001001100000010001110000011111111111111001000011100000000100000011111111;197349
110011111111111000111111111111101111111111111101111100000011111111000001111111101100000000011111111111000000011101100010000000000000001111110011111111111111001000100011000000011000011111111;198213
110011111111111000111111111111101111111111111101110111111111111111001110000111100000000000000000011111000000011101101000001100100000001110000011111111111111001010001100001000000000011111111;199376
110011111111111000111111111111101111111111111101110111111111111111001110000111100000000000000000011111000000011101100001001100100000001110000011111111111111001000011100001000000000011111111;200579
110011111111111000111111111111101111111111111101110100000011111111001111111111100000000000000000011111000000011101100100001100100000001111110011111111111111001001000000001000011000011111111;198240
110011111111111000111111111111101111111111111101110111111111000000001110000111100000000000000000011111000000000000000000001100000010001110000011111111111111001000001100000000100000011111111;197748
110011111111111000111111111111101111111111111101110100000011111111001110000111100000000000000000011111000000011101101000001100000100001110000011111111111111001010000000000001000000000000000;194279
110011111111111000111111111111101111111111111101110100000011111111001111111111100000000000000000011111000000011101100110001100001000001111110011111111111111001001100000000010011000011111111;199647
110011111111111000111111111111101111111111111101110111111111000000001110000111100000000000000000011111000000000000000000001110000001001110000011111111111111001000001100100000000001011111111;198138
110011111111111000111111111111101111111111111101111100000011111111001110000111101100000000011111111111000000011101110000001100010000001110000011111111111111001100000011000100000000011111111;197923
110011111111111000111111111111101111111111111101110111111111000000000000000111100000000000000000011111000000000000000000000000000000001110000011111111111111001000001100000000000000011111111;197996
110011111111111000111111111111101111111111111101110100000011111111001111111111100000000000000000011111000000011101101000001101000000001111110011111111111111001010000000010000011000011111111;198187
110011111111111000111111111111101111111111111101110111111111111111001111111111100000000000000000011111000000011101110000001110000000001111110011111111111111001100001100100000011000011111111;199693
110011111111111000111111111111101111111111111101110111111111111111001110000111100000000000000000011111000000011101100010001100000100001110000011111111111111001000101100000001000000011111111;199469
110011111111111000111111111111101111111111111101110100000011111111001111111111100000000000000000011111000000011101100100001100100000001111110011111111111111001001000000001000011000011111111;197595
110011111111111000111111111111101111111111111101110111111111111111001110000111100000000000000000011111000000011101110000001100100000001110000011111111111111001100001100001000000000011111111;198049
110011111111111000111111111111101111111111111101111111111111111111001110000111101100000000011111111111000000011101101000001100010000001110000011111111111111001010001111000100000000011111111;199112
110011111111111000111111111111101111111111111101110111111111111111001110000111100000000000000000011111000000011101101000001100001000001110000011111111111111001010001100000010000000011111111;199354
110011111111111000111111111111101111111111111101110111111111111111001110000111100000000000000000011111000000011101101000001110000000001110000011111111111111001010001100100000000000011111111;198260
110011111111111000111111111111101111111111111101110111111111000000001110000111100000000000000000011111000000000000000000001100000100001110000011111111111111001000001100000001000000011111111;197058
110011111111111000111111111111101111111111111101111111111111000000001110000111101100000000011111111111000000011100000000001100010001001110000011111111111111001000001111000100000001011111111;199283
110011111111111000111111111110000011111111111101110100000011000000001110000111100000000000000000011111000000000000000000001100001001001110000011111111111111001000000000000010000001000000000;194018
110011111111111000111111111111101111111111111101110111111111111111001110000111100000000000000000011111000000011101110000001101000000001110000011111111111111001100001100010000000000011111111;198455
110011111111111000111111111110000011111111111101110100000011000000001111111111100000000000000000011111000000000000000000001110000001001111110011111111111111001000000000100000011001011111111;197353
110011111111111000111111111111101111111111111101110111111111000000001110000111100000000000000000011111000000000000000000001100001000001110000011111111111111001000001100000010000000011111111;198662
110011111111111000111111111111101111111111111101110111111111111111001110000111100000000000000000011111000000011101100001001100000001001110000011111111111111001000011100000000000001011111111;198977
110011111111111000111111111111101111111111111101111111111111000000001110000111101100000000011111111111000000011100000000001100000101001110000011111111111111001000001111000001000001011111111;199615
110011111111111000111111111111101111111111111101110111111111111111001110000111100000000000000000011111000000011101110000001100010000001110000011111111111111001100001100000100000000011111111;201234
110011111111111000111111111111101111111111111101110111111111000000001110000111100000000000000000011111000000000000000000001100000001001110000011111111111111001000001100000000000001011111111;196871
110011111111111000111111111111101111111111111101110111111111000000001110000111100000000000000000011111000000000000000000001110000001001110000011111111111111001000001100100000000001011111111;199709
110011111111111000111111111111101111111111111101110111111111111111001110000111100000000000000000011111000000011101101000001100000100001110000011111111111111001010001100000001000000011111111;197660
110011111111111000111111111111101111111111111101110111111111000000000000000111100000000000000000011111000000000000000000000000000000001110000011111111111111001000001100000000000000011111111;199163
110011111111111000111111111111101111111111111101110111111111111111001110000111100000000000000000011111000000011101101000001100100000001110000011111111111111001010001100001000000000011111111;199686
110011111111111000111111111111101111111111111101110100000011111111001111111111100000000000000000011111000000011101100010001100000100001111110011111111111111001000100000000001011000011111111;197566
110011111111111000111111111111101111111111111101111111111111110000111110000111101100000000011111111111000000011110000000001110000001001110000011111111111111001000001111100000000001011111111;200195
110011111111111000111111111111101111111111111101110111111111000000001110000111100000000000000000011111000000000000000000001100010000001110000011111111111111001000001100000100000000011111111;197716
110011111111111000111111111111101111111111111101110100000011111111001110000111100000000000000000011111000000011101110000001110000000001110000011111111111111001100000000100000000000000000000;194591
110011111111111000111111111111101111111111111101110111111111111111001110000111100000000000000000011111000000011101100001001100100000001110000011111111111111001000011100001000000000011111111;199197
110011111111111000111111111111101111111111111101111100000011111111001111111111101100000000011111111111000000011101100100001100000100001111110011111111111111001001000011000001011000011111111;198936
110011111111111000111111111111101111111111111101110111111111111111001110000111100000000000000000011111000000011101100010001101000000001110000011111111111111001000101100010000000000011111111;200319
110011111111111000111111111111101111111111111101110111111111111111001111111111100000000000000000011111000000011101101000001100000010001111110011111111111111001010001100000000111000011111111;199801
110011111111111000111111111111101111111111111101110100000011111111001110000111100000000000000000011111000000011101100100001100001000001110000011111111111111001001000000000010000000000000000;194955
110011111111111000111111111111101111111111111101110111111111111111001110000111100000000000000000011111000000011101100010001100000010001110000011111111111111001000101100000000100000011111111;197472
110011111111111000111111111111101111111111111101110100000011111111001110000111100000000000000000011111000000011101100010001100000100001110000011111111111111001000100000000001000000000000000;193981
110011111111111000111111111111101111111111111101111100000011111111001110000111101100000000011111111111000000011101100001001101000000001110000011111111111111001000010011010000000000011111111;197737
110011111111111000111111111111101111111111111101110100000011111111001110000111100000000000000000011111000000011101101000001100001000001110000011111111111111001010000000000010000000000000000;194316
110011111111111000111111111111101111111111111101110111111111111111000000000111100000000000000000011111000000011101110001000000000000001110000011111111111111001100011100000000000000011111111;198282
110011111111111000111111111111101111111111111101111100000011000000001110000111101100000000011111111111000000011100000000001110000000001110000011111111111111001000000011100000000000011111111;195967
110011111111111000111111111111101111111111111101110111111111000000001110000111100000000000000000011111000000000000000000001100100000001110000011111111111111001000001100001000000000011111111;196169
110011111111111000111111111111101111111111111101110111111111111111001111111111100000000000000000011111000000011101100001001101000000001111110011111111111111001000011100010000011000011111111;199215
110011111111111000111111111111101111111111111101110111111111111111001110000111100000000000000000011111000000011101100010001100001000001110000011111111111111001000101100000010000000011111111;197285
110011111111111000111111111111101111111111111101110111111111111111000000000111100000000000000000011111000000011101100100000000000000001110000011111111111111001001001100000000000000011111111;198713
110011111111111000111111111111101111111111111101110111111111000000001110000111100000000000000000011111000000000000000000001100001000001110000011111111111111001000001100000010000000011111111;196740
110011111111111000111111111111101111111111111101110111111111111111001110000111100000000000000000011111000000011101100010001100000010001110000011111111111111001000101100000000100000011111111;199675
110011111111111000111111111111101111111111111101111111111111000000001110000111101100000000011111111111000000011100000000001101000001001110000011111111111111001000001111010000000001011111111;198745
110011111111111000111111111111101111111111111101111111111111111111001110000111101100000000011111111111000000011101100001001110000000001110000011111111111111001000011111100000000000011111111;199443
110011111111111000111111111111101111111111111101110111111111111111001110000111100000000000000000011111000000011101100100001101000000001110000011111111111111001001001100010000000000011111111;200078
110011111111111000111111111111101111111111111101110111111111111111001111111111100000000000000000011111000000011101100100001100100000001111110011111111111111001001001100001000011000011111111;199127
110011111111111000111111111111101111111111111101110111111111111111001110000111100000000000000000011111000000011101100100001100000010001110000011111111111111001001001100000000100000011111111;197518
110011111111111000111111111111101111111111111101110111111111000000001110000111100000000000000000011111100111100000000000001101000000001110000011111111111111111000001100010000000000011111111;201085
110011111111111000111111111111101111111111111101110111111111111111000000000111100000000000000000011111000000011101110000000000000000001110000011111111111111001100001100000000000000011111111;199895
110011111111111000111111111111101111111111111101110111111111111111001110000111100000000000000000011111000000011101110000001100000010001110000011111111111111001100001100000000100000011111111;199865
110011111111111000111111111110000011111111111101110100000011000000001111111111100000000000000000011111000000000000000000001101000000001111110011111111111111001000000000010000011000011111111;196132
110011111111111000111111111111101111111111111101111100000011111111001111111111101100000000011111111111000000011101101000001100001000001111110011111111111111001010000011000010011000011111111;199249
110011111111111000111111111111101111111111111101110111111111111111001110000111100000000000000000011111000000011101100001001100010000001110000011111111111111001000011100000100000000011111111;199500
110011111111111000111111111111101111111111111101110111111111111111001110000111100000000000000000011111000000011101100100001100001000001110000011111111111111001001001100000010000000011111111;198193
110011111111111000111111111111101111111111111101111100000011000000001110000111101100000000011111111111000000011100000000001100001001001110000011111111111111001000000011000010000001011111111;197139
110011111111111000111111111111101111111111111101110111111111000000001110000111100000000000000000011111000000000000000000001110000001001110000011111111111111001000001100100000000001011111111;197177
110011111111111000111111111111101111111111111101110100000011111111001110000111100000000000000000011111000000011101110000001100000100001110000011111111111111001100000000000001000000000000000;194546
110011111111111000111111111111101111111111111101110100000011111111000001111111100000000000000000011111000000011101100010000000000000001111110011111111111111001000100000000000011000011111111;196900
110011111111111000111111111111101111111111111101110111111111111111001110000111100000000000000000011111000000011101100010001101000000001110000011111111111111001000101100010000000000011111111;199438
110011111111111000111111111111101111111111111101111100000011000000001110000111101100000000011111111111000000011100000000001100000001001110000011111111111111001000000011000000000001011111111;196451
110011111111111000111111111111101111111111111101110111111111000000001111111111100000000000000000011111000000000000000000001101000001001111110011111111111111001000001100010000011001011111111;200891
110011111111111000111111111111101111111111111101110111111111111111001110000111100000000000000000011111000000011101100001001100010000001110000011111111111111001000011100000100000000011111111;198239
110011111111111000111111111111101111111111111101110111111111111111001110000111100000000000000000011111000000011101110000001110000000001110000011111111111111001100001100100000000000011111111;199488
110011111111111000111111111111101111111111111101111100000011111111000000000111101100000000011111111111000000011101110000000000000000001110000011111111111111001100000011000000000000011111111;197268
110011111111111000111111111111101111111111111101111111111111111111001110000111101100000000011111111111000000011101100001001101000000001110000011111111111111001000011111010000000000011111111;200201
110011111111111000111111111111101111111111111101110111111111111111001110000111100000000000000000011111000000011101101000001101000000001110000011111111111111001010001100010000000000011111111;197587
110011111111111000111111111111101111111111111101111111111111111111001110000111101100000000011111111111000000011101100001001100100000001110000011111111111111001000011111001000000000011111111;199467
110011111111111000111111111111101111111111111101111100000011111111001110000111101100000000011111111111000000011101110000001101000000001110000011111111111111001100000011010000000000011111111;198148
110011111111111000111111111111101111111111111101110111111111111111001110000111100000000000000000011111000000011101100001001100010000001110000011111111111111001000011100000100000000011111111;199687
110011111111111000111111111111101111111111111101110111111111111111001110000111100000000000000000011111000000011101110000001100010000001110000011111111111111001100001100000100000000011111111;198874
110011111111111000111111111111101111111111111101110111111111000000001110000111100000000000000000011111000000000000000000001100000010001110000011111111111111001000001100000000100000011111111;196666
110011111111111000111111111111101111111111111101110111111111111111001110000111100000000000000000011111000000011101100100001100001100001110000011111111111111001001001100000011000000011111111;198489
110011111111111000111111111111101111111111111101110111111111111111001110000111100000000000000000011111000000011101101000001110000000001110000011111111111111001010001100100000000000011111111;197571
110011111111111000111111111111101111111111111101110111111111111111000000000111100000000000000000011111000000011101101000000000000000001110000011111111111111001010001100000000000000011111111;197590
110011111111111000111111111111101111111111111101111111111111111111001110000111101100000000011111111111000000011101100001001100000100001110000011111111111111001000011111000001000000011111111;198968
110011111111111000111111111111101111111111111101111111111111111111001110000111101100000000011111111111000000011101101000001100000010001110000011111111111111001010001111000000100000011111111;199826
110011111111111000111111111111101111111111111101110111111111111111001110000111100000000000000000011111000000011101100010001100010000001110000011111111111111001000101100000100000000011111111;197790
110011111111111000111111111111101111111111111101111100000011111111001110000111101100000000011111111111000000011101101000001100001000001110000011111111111111001010000011000010000000011111111;197461
110011111111111000111111111111101111111111111101110111111111111111001110000111100000000000000000011111000000011101110000001100000100001110000011111111111111001100001100000001000000011111111;198083
110011111111111000111111111111101111111111111101110100000011111111001110000111100000000000000000011111000000011101100110001110000000001110000011111111111111001001100000100000000000000000000;194961
110011111111111000111111111111101111111111111101110100000011111111001110000111100000000000000000011111000000011101100001001100000100001110000011111111111111001000010000000001000000000000000;194135
110011111111111000111111111111101111111111111101110111111111111111001110000111100000000000000000011111000000011101101000001100010000001110000011111111111111001010001100000100000000011111111;199829
110011111111111000111111111111101111111111111101110111111111111111001110000111100000000000000000011111000000011101100010001100001000001110000011111111111111001000101100000010000000011111111;198548
110011111111111000111111111111101111111111111101110111111111111111001110000111100000000000000000011111000000011101100010001100000100001110000011111111111111001000101100000001000000011111111;197513
110011111111111000111111111111101111111111111101110111111111000000000001111111100000000000000000011111000000000000000000000000000000001111110011111111111111001000001100000000011000011111111;197898
110011111111111000111111111111101111111111111101111111111111111111001110000111101100000000011111111111000000011101110000001100000100001110000011111111111111001100001111000001000000011111111;200040
110011111111111000111111111111101111111111111101110111111111000000001110000111100000000000000000011111000000000000000000001110000000001110000011111111111111001000001100100000000000011111111;198307
110011111111111000111111111111101111111111111101110100000011111111001110000111100000000000000000011111000000011101101000001100100000001110000011111111111111001010000000001000000000000000000;194285
110011111111111000111111111111101111111111111101110111111111000000001110000111100000000000000000011111000000000000000000001100010001001110000011111111111111001000001100000100000001011111111;197775
110011111111111000111111111111101111111111111101111111111111000000001110000111101100000000011111111111000000011100000000001100000100001110000011111111111111001000001111000001000000011111111;198028
110011111111111000111111111111101111111111111101111111111111111111001110000111101100000000011111111111000000011101100001001100000100001110000011111111111111001000011111000001000000011111111;199544
110011111111111000111111111110000011111111111101110100000011000000001111111111100000000000000000011111000000000000000000001100000100001111110011111111111111001000000000000001011000011111111;196177
110011111111111000111111111111101111111111111101110111111111111111001110000111100000000000000000011111000000011101100010001101000000001110000011111111111111001000101100010000000000011111111;197291
110011111111111000111111111110000011111111111101110100000011000000001111111111100000000000000000011111000000000000000000001100000011001111110011111111111111001000000000000000111001011111111;197331
110011111111111000111111111111101111111111111101110100000011111111001111111111100000000000000000011111000000011101101000001110000000001111110011111111111111001010000000100000011000011111111;197626
110011111111111000111111111111101111111111111101110111111111000000001110000111100000000000000000011111000000000000000000001110000001001110000011111111111111001000001100100000000001011111111;197697
110011111111111000111111111111101111111111111101111111111111111111001110000111101100000000011111111111000000011101100010001100001000001110000011111111111111001000101111000010000000011111111;199431
